id,fecha,ejercicio,sets,reps,peso,nota
5603,2025-12-13,Peso muerto,4,1,56.5,Pesado
5604,2026-03-01,Press francés,1,3,131.0,Fácil
5605,2026-06-13,Curl de bíceps,4,13,74.0,Buena técnica
5606,2026-02-27,Press de banca,1,11,31.0,RPE 8
5607,2026-02-25,Elevaciones laterales,4,15,39.0,Fácil
5608,2026-04-12,Curl de bíceps,2,2,16.0,Fácil
5609,2026-04-07,Curl de bíceps,4,1,118.5,Buen estímulo
5610,2026-04-14,Dominadas lastradas,5,12,105.0,Pesado
5611,2025-10-17,Press militar,5,12,88.0,Normal
5612,2026-02-18,Press francés,1,9,112.5,Fallo cerca
5613,2025-08-02,Dominadas lastradas,1,8,107.0,Buena técnica
5614,2025-09-29,Peso muerto,4,8,102.0,Buen estímulo
5615,2026-01-03,Peso muerto,5,9,127.0,Buen estímulo
5616,2026-05-01,Sentadilla búlgara,1,15,24.0,Fácil
5617,2026-04-05,Curl de bíceps,1,9,92.0,Normal
5618,2026-07-15,Hip thrust,3,5,13.5,Fallo cerca
5619,2026-03-14,Fondos lastrados,3,11,108.0,Normal
5620,2026-01-03,Peso muerto,4,14,111.5,RPE 8
5621,2026-04-23,Dominadas lastradas,4,13,51.5,RPE 9
5622,2026-04-08,Dominadas lastradas,4,3,80.5,Fallo cerca
5623,2025-11-02,Sentadilla búlgara,2,5,23.0,Buen estímulo
5624,2026-04-14,Press militar,1,12,102.0,Fácil
5625,2026-02-11,Remo con barra,3,2,98.5,RPE 8
5626,2025-09-13,Curl de bíceps,2,11,143.5,RPE 9
5627,2025-11-27,Dominadas lastradas,3,9,46.5,Normal
5628,2026-04-03,Press francés,2,11,78.0,RPE 9
5629,2025-12-28,Sentadilla,4,5,49.0,Pesado
5630,2025-12-24,Hip thrust,1,1,92.0,Buena técnica
5631,2025-11-20,Sentadilla búlgara,1,9,48.5,Normal
5632,2026-02-03,Elevaciones laterales,5,1,105.0,Normal
5633,2025-08-08,Remo con barra,2,10,100.0,Fácil
5634,2025-11-26,Sentadilla búlgara,1,9,64.5,Fácil
5635,2025-11-08,Fondos lastrados,1,6,24.5,Buen estímulo
5636,2026-04-02,Press francés,3,7,83.5,Pesado
5637,2026-06-15,Hip thrust,4,14,59.5,Fallo cerca
5638,2026-03-08,Sentadilla búlgara,5,2,147.0,RPE 9
5639,2026-06-17,Sentadilla búlgara,5,10,123.5,Fácil
5640,2026-06-20,Peso muerto,1,1,121.0,Buen estímulo
5641,2026-01-19,Dominadas lastradas,2,8,11.0,Pesado
5642,2025-11-22,Peso muerto,2,3,89.5,Buena técnica
5643,2026-05-02,Curl de bíceps,1,2,97.0,Fácil
5644,2025-10-02,Remo con barra,2,8,23.5,Buen estímulo
5645,2026-01-19,Sentadilla búlgara,3,3,137.0,Buen estímulo
5646,2025-09-16,Elevaciones laterales,4,7,119.5,Pesado
5647,2026-06-21,Remo con barra,1,12,20.5,Fácil
5648,2025-09-01,Elevaciones laterales,5,13,53.5,RPE 9
5649,2025-08-08,Press francés,4,15,15.5,Fallo cerca
5650,2026-03-07,Sentadilla búlgara,5,12,120.0,Normal
5651,2026-03-23,Sentadilla búlgara,2,6,24.5,Fallo cerca
5652,2026-05-16,Remo con barra,5,6,128.0,Fallo cerca
5653,2025-08-12,Sentadilla búlgara,1,2,63.5,Fallo cerca
5654,2026-01-28,Sentadilla,5,8,72.0,RPE 9
5655,2025-10-07,Dominadas lastradas,5,2,83.5,Fallo cerca
5656,2025-10-12,Remo con barra,1,7,122.5,RPE 9
5657,2025-10-22,Curl de bíceps,4,13,124.0,Buen estímulo
5658,2025-11-28,Elevaciones laterales,2,1,24.5,Buen estímulo
5659,2026-07-03,Curl de bíceps,2,14,20.0,RPE 8
5660,2026-05-31,Peso muerto,5,3,86.0,Pesado
5661,2025-07-30,Press militar,3,2,36.5,RPE 8
5662,2025-09-14,Fondos lastrados,1,3,40.5,Pesado
5663,2025-11-08,Fondos lastrados,3,3,24.0,Fallo cerca
5664,2025-09-08,Press militar,4,6,143.5,Normal
5665,2026-03-16,Fondos lastrados,5,7,75.5,Pesado
5666,2025-12-30,Press de banca,4,11,36.0,RPE 9
5667,2026-01-13,Curl de bíceps,1,1,87.5,Buena técnica
5668,2026-01-31,Curl de bíceps,1,12,50.0,RPE 8
5669,2026-02-25,Fondos lastrados,3,6,84.5,RPE 8
5670,2026-02-23,Curl de bíceps,5,9,85.5,Pesado
5671,2026-01-20,Press de banca,2,5,42.0,Fallo cerca
5672,2026-03-01,Dominadas lastradas,5,3,21.5,RPE 8
5673,2025-11-24,Fondos lastrados,1,14,94.5,Fallo cerca
5674,2025-10-14,Hip thrust,1,13,71.0,Pesado
5675,2026-04-30,Press de banca,3,4,30.0,Fallo cerca
5676,2025-08-15,Elevaciones laterales,1,12,45.5,RPE 9
5677,2026-01-01,Fondos lastrados,4,4,15.0,Pesado
5678,2026-01-21,Elevaciones laterales,1,3,13.5,Buena técnica
5679,2026-06-07,Remo con barra,5,9,78.5,RPE 9
5680,2025-12-21,Curl de bíceps,5,9,30.5,Buena técnica
5681,2025-12-22,Press militar,4,13,133.5,Fácil
5682,2025-07-19,Elevaciones laterales,2,6,29.5,Buena técnica
5683,2026-02-05,Peso muerto,1,8,81.0,RPE 9
5684,2026-01-27,Hip thrust,1,14,140.5,Fácil
5685,2026-04-09,Curl de bíceps,5,11,20.0,Normal
5686,2025-12-01,Press militar,4,15,134.5,Buen estímulo
5687,2026-03-07,Curl de bíceps,2,9,17.0,RPE 9
5688,2025-10-12,Peso muerto,3,11,114.5,Buen estímulo
5689,2025-08-15,Dominadas lastradas,5,3,38.5,Buena técnica
5690,2026-05-17,Remo con barra,4,9,77.5,RPE 9
5691,2026-01-05,Press francés,3,14,13.0,Normal
5692,2026-05-24,Sentadilla búlgara,4,14,48.0,Fallo cerca
5693,2026-01-14,Hip thrust,3,10,79.0,Pesado
5694,2026-01-16,Dominadas lastradas,3,10,69.5,RPE 9
5695,2025-08-17,Press militar,5,10,50.5,Normal
5696,2026-05-22,Sentadilla,2,11,41.5,Buen estímulo
5697,2025-10-23,Fondos lastrados,5,3,39.0,RPE 9
5698,2025-10-15,Curl de bíceps,3,14,40.0,Buena técnica
5699,2026-02-25,Sentadilla,3,5,146.0,Pesado
5700,2026-06-22,Remo con barra,2,9,71.0,RPE 9
5701,2025-12-16,Press militar,1,3,19.0,Normal
5702,2025-09-07,Peso muerto,2,5,106.0,RPE 9
5703,2026-01-06,Dominadas lastradas,5,7,137.0,Normal
5704,2026-02-22,Press de banca,1,4,57.0,Buena técnica
5705,2025-09-03,Sentadilla búlgara,5,12,36.5,Fallo cerca
5706,2025-11-03,Sentadilla,3,14,100.0,Pesado
5707,2025-10-09,Sentadilla,4,3,85.0,Fácil
5708,2025-08-14,Hip thrust,2,2,141.5,Normal
5709,2025-10-03,Fondos lastrados,4,2,70.0,RPE 9
5710,2025-12-21,Press francés,4,15,75.5,Fallo cerca
5711,2025-09-10,Press militar,4,5,60.0,Pesado
5712,2026-01-02,Press francés,4,12,137.5,Pesado
5713,2026-03-10,Hip thrust,2,12,120.0,Buen estímulo
5714,2026-01-07,Elevaciones laterales,2,11,87.5,Pesado
5715,2026-06-06,Sentadilla,1,1,22.5,Fácil
5716,2026-02-06,Remo con barra,5,14,92.5,Buen estímulo
5717,2026-01-28,Remo con barra,4,11,146.5,RPE 8
5718,2026-06-05,Dominadas lastradas,3,2,101.5,Fallo cerca
5719,2026-06-18,Curl de bíceps,2,5,38.0,Fácil
5720,2026-04-23,Press de banca,5,13,43.0,Buen estímulo
5721,2025-10-31,Press militar,4,14,69.5,RPE 9
5722,2025-12-26,Dominadas lastradas,4,6,68.0,Fallo cerca
5723,2026-03-05,Fondos lastrados,4,12,139.5,Fácil
5724,2025-10-20,Press de banca,4,5,66.0,Buena técnica
5725,2025-08-11,Elevaciones laterales,1,8,94.5,RPE 9
5726,2026-02-17,Remo con barra,1,8,110.0,Fallo cerca
5727,2025-08-11,Elevaciones laterales,1,2,71.5,Pesado
5728,2025-12-05,Elevaciones laterales,2,7,79.5,Pesado
5729,2026-06-14,Press francés,2,2,23.0,Buen estímulo
5730,2026-01-27,Fondos lastrados,5,4,67.5,Buena técnica
5731,2026-06-27,Press de banca,1,12,147.0,Fallo cerca
5732,2026-04-19,Remo con barra,1,11,18.0,RPE 8
5733,2026-07-04,Fondos lastrados,4,8,102.5,Buen estímulo
5734,2025-12-31,Fondos lastrados,4,12,45.0,RPE 8
5735,2026-03-04,Curl de bíceps,2,5,95.0,RPE 8
5736,2025-08-22,Sentadilla,1,7,81.0,Fácil
5737,2025-09-15,Fondos lastrados,2,6,73.0,RPE 9
5738,2025-07-31,Remo con barra,4,6,89.5,Fácil
5739,2025-09-29,Press de banca,5,7,124.0,Pesado
5740,2026-02-02,Hip thrust,2,8,139.5,RPE 9
5741,2026-07-16,Press militar,2,4,96.5,Pesado
5742,2026-05-21,Sentadilla búlgara,4,5,96.5,RPE 9
5743,2026-02-02,Sentadilla,2,7,113.5,Pesado
5744,2026-04-25,Curl de bíceps,2,2,57.5,Buen estímulo
5745,2025-09-27,Sentadilla búlgara,5,15,15.0,Pesado
5746,2026-04-25,Press de banca,4,10,100.5,Pesado
5747,2025-12-03,Sentadilla,1,6,119.0,Fallo cerca
5748,2026-02-18,Dominadas lastradas,5,2,25.0,RPE 8
5749,2026-06-13,Elevaciones laterales,4,11,79.5,RPE 8
5750,2025-11-08,Press militar,4,14,84.5,Fallo cerca
5751,2026-04-18,Elevaciones laterales,3,11,26.5,Fallo cerca
5752,2026-05-08,Peso muerto,4,12,108.5,Fallo cerca
5753,2026-06-19,Dominadas lastradas,4,4,30.0,Fácil
5754,2026-04-08,Press militar,3,8,62.5,Buen estímulo
5755,2026-04-16,Sentadilla,3,13,137.0,Fallo cerca
5756,2025-10-31,Press militar,2,11,111.5,Fácil
5757,2025-11-23,Remo con barra,2,6,95.0,Pesado
5758,2025-08-16,Press militar,2,10,92.0,Normal
5759,2026-04-19,Remo con barra,4,8,80.5,Buen estímulo
5760,2026-03-03,Remo con barra,4,3,24.0,Fácil
5761,2026-05-20,Sentadilla,4,10,56.0,Fallo cerca
5762,2026-02-08,Curl de bíceps,5,11,11.0,RPE 9
5763,2026-01-29,Elevaciones laterales,3,1,122.5,RPE 9
5764,2025-08-05,Hip thrust,1,14,56.0,Buen estímulo
5765,2026-07-17,Press militar,2,11,122.0,Normal
5766,2025-09-02,Sentadilla,1,9,86.5,Buen estímulo
5767,2025-12-09,Remo con barra,4,12,64.0,Fallo cerca
5768,2026-05-21,Peso muerto,5,12,76.5,Fácil
5769,2026-07-01,Elevaciones laterales,4,10,37.5,Fácil
5770,2026-04-14,Hip thrust,1,15,128.5,Buena técnica
5771,2025-09-13,Dominadas lastradas,5,1,107.0,Pesado
5772,2025-11-11,Sentadilla,3,15,143.0,RPE 9
5773,2026-06-26,Peso muerto,4,4,56.0,RPE 8
5774,2026-04-30,Press francés,2,6,36.5,Buena técnica
5775,2025-08-01,Peso muerto,4,7,88.0,Normal
5776,2025-11-22,Curl de bíceps,3,12,29.5,Normal
5777,2025-09-08,Remo con barra,3,10,63.5,Buena técnica
5778,2026-07-10,Sentadilla,5,13,17.0,Pesado
5779,2026-01-09,Sentadilla,2,7,99.0,Pesado
5780,2026-03-04,Dominadas lastradas,4,15,42.5,Normal
5781,2025-08-31,Elevaciones laterales,1,15,41.0,Buena técnica
5782,2026-07-11,Press de banca,1,2,147.0,RPE 9
5783,2026-03-01,Press francés,1,3,89.5,RPE 9
5784,2025-09-30,Press militar,2,14,73.0,Pesado
5785,2025-09-04,Press francés,5,7,112.5,RPE 8
5786,2025-08-23,Sentadilla búlgara,2,7,88.0,RPE 8
5787,2026-04-03,Curl de bíceps,5,1,62.0,RPE 9
5788,2025-10-22,Press militar,5,10,66.0,Pesado
5789,2026-06-24,Sentadilla,2,7,91.0,Normal
5790,2026-04-27,Hip thrust,3,2,13.0,Pesado
5791,2025-12-17,Fondos lastrados,4,12,33.0,RPE 9
5792,2026-04-10,Curl de bíceps,4,9,123.0,Fácil
5793,2026-06-17,Fondos lastrados,3,15,101.5,Pesado
5794,2025-10-13,Elevaciones laterales,3,5,23.0,Pesado
5795,2025-10-01,Hip thrust,2,11,54.0,Buena técnica
5796,2026-07-11,Press militar,1,8,72.5,Normal
5797,2025-08-26,Press francés,2,15,44.5,Buena técnica
5798,2026-02-01,Remo con barra,2,6,131.5,Buen estímulo
5799,2026-03-01,Dominadas lastradas,5,10,142.5,Normal
5800,2026-07-04,Press de banca,4,5,113.0,RPE 9
5801,2026-05-07,Hip thrust,1,9,82.0,Fallo cerca
5802,2026-02-27,Sentadilla búlgara,4,8,47.0,Fallo cerca
5803,2025-12-11,Sentadilla búlgara,2,7,118.0,RPE 8
5804,2026-01-07,Fondos lastrados,3,10,96.5,Fallo cerca
5805,2025-10-08,Elevaciones laterales,3,4,61.5,Normal
5806,2025-09-27,Elevaciones laterales,2,2,19.0,Buena técnica
5807,2025-12-12,Sentadilla,3,12,138.5,Fácil
5808,2025-12-17,Remo con barra,1,15,57.5,Fácil
5809,2025-10-22,Fondos lastrados,4,9,110.5,Normal
5810,2026-05-06,Press militar,4,2,89.5,Normal
5811,2026-02-28,Press de banca,5,7,96.0,RPE 9
5812,2025-10-15,Dominadas lastradas,4,11,21.5,RPE 8
5813,2025-12-15,Remo con barra,2,1,58.5,Fácil
5814,2026-06-14,Dominadas lastradas,2,10,140.0,Buen estímulo
5815,2026-02-25,Press francés,5,7,62.0,RPE 9
5816,2026-03-21,Peso muerto,3,7,87.0,Pesado
5817,2025-12-22,Hip thrust,5,13,97.0,Fallo cerca
5818,2026-06-23,Press militar,1,4,61.5,Buena técnica
5819,2025-12-26,Fondos lastrados,2,1,147.5,Fácil
5820,2026-06-06,Peso muerto,1,12,16.5,Normal
5821,2025-11-27,Press francés,3,14,127.0,RPE 8
5822,2025-07-27,Sentadilla búlgara,3,6,81.0,Fallo cerca
5823,2025-12-09,Press francés,5,6,19.0,Fácil
5824,2026-01-28,Sentadilla,4,6,133.5,RPE 9
5825,2025-11-05,Sentadilla búlgara,4,15,101.5,Normal
5826,2026-03-12,Elevaciones laterales,1,7,69.0,Pesado
5827,2025-12-18,Curl de bíceps,2,12,34.5,Normal
5828,2026-07-10,Sentadilla,5,9,95.0,Pesado
5829,2025-12-31,Hip thrust,1,5,53.0,Fácil
5830,2025-11-26,Press de banca,5,5,149.5,Pesado
5831,2025-09-10,Fondos lastrados,4,2,105.5,Fallo cerca
5832,2026-02-03,Sentadilla búlgara,3,15,57.5,RPE 8
5833,2026-03-02,Press francés,4,4,82.5,RPE 8
5834,2026-04-06,Remo con barra,2,8,79.5,Fallo cerca
5835,2026-04-07,Remo con barra,5,10,91.0,RPE 8
5836,2026-07-16,Sentadilla,2,14,26.0,RPE 8
5837,2025-10-06,Remo con barra,1,8,75.5,Fallo cerca
5838,2026-01-05,Sentadilla,4,6,43.5,RPE 9
5839,2026-01-26,Hip thrust,4,12,87.5,RPE 8
5840,2026-02-26,Press militar,1,4,63.0,RPE 8
5841,2026-01-27,Curl de bíceps,2,5,146.0,Normal
5842,2025-08-30,Curl de bíceps,3,3,60.5,Pesado
5843,2026-06-12,Elevaciones laterales,5,14,117.5,Buena técnica
5844,2025-08-14,Curl de bíceps,5,11,81.0,RPE 8
5845,2025-10-24,Press francés,3,7,83.5,Buena técnica
5846,2026-04-20,Sentadilla búlgara,5,7,59.5,RPE 9
5847,2025-08-03,Sentadilla,4,14,35.5,RPE 8
5848,2025-08-06,Sentadilla,5,11,146.0,RPE 8
5849,2026-06-24,Sentadilla,1,8,101.5,RPE 8
5850,2026-05-31,Curl de bíceps,5,5,55.0,Buena técnica
5851,2025-07-24,Remo con barra,4,15,30.0,Buen estímulo
5852,2025-08-16,Press de banca,5,10,63.0,Pesado
5853,2026-02-27,Remo con barra,3,5,20.5,Pesado
5854,2026-04-18,Curl de bíceps,1,9,144.0,Fácil
5855,2026-01-29,Press francés,4,5,82.5,Fácil
5856,2025-09-18,Sentadilla búlgara,2,13,40.0,Normal
5857,2026-07-01,Press francés,1,2,123.0,RPE 9
5858,2026-01-21,Elevaciones laterales,1,12,42.0,Fácil
5859,2025-12-15,Peso muerto,1,12,16.0,Buena técnica
5860,2026-04-26,Elevaciones laterales,1,13,49.0,RPE 8
5861,2026-06-18,Remo con barra,3,6,39.5,RPE 8
5862,2025-07-27,Sentadilla búlgara,1,4,126.5,Pesado
5863,2026-05-30,Press militar,3,1,40.0,Fallo cerca
5864,2026-01-28,Sentadilla búlgara,5,15,118.5,Buena técnica
5865,2025-07-30,Dominadas lastradas,2,11,148.0,Pesado
5866,2026-03-30,Remo con barra,3,7,98.5,RPE 9
5867,2026-04-05,Curl de bíceps,1,11,99.5,Buen estímulo
5868,2025-08-26,Press militar,3,13,18.5,Normal
5869,2025-10-20,Dominadas lastradas,1,2,149.5,RPE 8
5870,2025-12-30,Elevaciones laterales,1,3,131.5,Pesado
5871,2025-11-08,Fondos lastrados,3,4,38.0,Fallo cerca
5872,2026-03-28,Press militar,5,15,102.0,Fácil
5873,2026-03-05,Sentadilla búlgara,4,1,137.5,RPE 9
5874,2026-07-01,Press militar,2,12,132.0,RPE 9
5875,2026-01-04,Press de banca,2,15,130.5,Buena técnica
5876,2026-04-12,Press francés,4,15,67.0,Buena técnica
5877,2026-06-02,Dominadas lastradas,2,12,41.0,Normal
5878,2025-09-10,Press francés,2,9,32.0,Normal
5879,2025-12-10,Sentadilla búlgara,4,7,94.5,RPE 9
5880,2025-08-20,Remo con barra,3,8,83.0,RPE 8
5881,2025-09-10,Hip thrust,1,7,120.0,Normal
5882,2025-10-08,Sentadilla búlgara,2,2,147.5,Normal
5883,2026-04-14,Dominadas lastradas,4,2,55.5,Fácil
5884,2026-05-15,Peso muerto,1,3,107.5,RPE 8
5885,2025-10-02,Fondos lastrados,4,6,120.5,RPE 9
5886,2025-10-25,Dominadas lastradas,1,13,38.0,Buena técnica
5887,2026-02-22,Sentadilla búlgara,1,13,59.5,Pesado
5888,2025-11-08,Press de banca,1,12,140.0,RPE 9
5889,2025-07-21,Sentadilla,5,6,16.5,Fallo cerca
5890,2026-07-05,Dominadas lastradas,3,5,51.0,RPE 9
5891,2026-02-26,Elevaciones laterales,2,10,40.5,RPE 8
5892,2026-02-28,Press militar,3,13,148.5,Pesado
5893,2025-08-18,Elevaciones laterales,3,3,112.0,RPE 8
5894,2025-09-14,Sentadilla búlgara,4,11,92.0,RPE 8
5895,2026-04-25,Dominadas lastradas,2,15,96.5,Normal
5896,2026-02-14,Elevaciones laterales,4,4,100.5,Fallo cerca
5897,2026-03-05,Sentadilla,4,7,22.0,RPE 8
5898,2026-06-03,Fondos lastrados,5,14,22.0,Buena técnica
5899,2025-08-06,Press de banca,5,3,75.0,Buen estímulo
5900,2026-06-25,Press de banca,5,12,91.0,RPE 9
5901,2025-11-02,Press militar,3,8,147.0,Pesado
5902,2025-10-22,Remo con barra,5,14,53.0,RPE 8
5903,2025-08-16,Peso muerto,1,9,12.0,Normal
5904,2026-02-06,Peso muerto,1,9,11.5,Fallo cerca
5905,2025-10-05,Sentadilla búlgara,3,14,84.5,Buen estímulo
5906,2025-11-09,Press de banca,5,4,97.5,Fallo cerca
5907,2026-06-21,Sentadilla,2,7,27.5,Fallo cerca
5908,2026-05-13,Press francés,4,15,48.0,Fallo cerca
5909,2025-12-23,Sentadilla búlgara,3,7,77.0,Pesado
5910,2025-10-04,Peso muerto,4,9,64.0,Pesado
5911,2025-11-14,Dominadas lastradas,3,4,30.0,Fácil
5912,2026-06-09,Fondos lastrados,2,4,40.0,RPE 8
5913,2026-06-07,Press militar,2,12,127.0,Buena técnica
5914,2026-03-12,Sentadilla búlgara,2,14,149.0,RPE 9
5915,2025-12-24,Remo con barra,5,4,35.5,RPE 8
5916,2025-11-22,Remo con barra,5,7,61.0,RPE 9
5917,2026-06-18,Remo con barra,3,14,140.0,Normal
5918,2026-02-15,Peso muerto,3,11,65.5,Buen estímulo
5919,2025-10-27,Press de banca,4,13,95.5,Fácil
5920,2025-10-17,Press militar,3,11,134.5,Normal
5921,2026-04-30,Hip thrust,4,5,12.5,Pesado
5922,2026-06-08,Elevaciones laterales,3,12,103.0,RPE 9
5923,2025-10-29,Press militar,5,3,118.0,RPE 8
5924,2025-12-28,Press militar,2,13,57.5,Fallo cerca
5925,2025-12-14,Sentadilla búlgara,2,5,120.5,Fácil
5926,2025-12-11,Fondos lastrados,4,2,89.0,RPE 9
5927,2026-03-23,Sentadilla,3,2,138.0,RPE 8
5928,2025-10-01,Peso muerto,1,5,28.0,Buena técnica
5929,2025-10-07,Sentadilla búlgara,4,9,115.0,Fácil
5930,2025-08-21,Press de banca,4,11,141.0,Pesado
5931,2026-02-18,Press francés,4,12,90.5,RPE 9
5932,2025-12-14,Sentadilla búlgara,5,8,127.5,Normal
5933,2025-07-29,Press militar,1,2,143.5,Fácil
5934,2026-03-25,Press militar,4,12,18.0,RPE 8
5935,2026-06-15,Elevaciones laterales,1,9,130.5,Fallo cerca
5936,2026-06-15,Curl de bíceps,4,1,38.0,Buena técnica
5937,2026-05-12,Dominadas lastradas,4,3,104.0,Fácil
5938,2026-06-02,Peso muerto,3,13,110.0,Fácil
5939,2026-04-28,Hip thrust,4,6,42.0,RPE 8
5940,2026-05-18,Sentadilla búlgara,3,10,67.5,Pesado
5941,2026-05-27,Elevaciones laterales,1,3,79.0,Fallo cerca
5942,2025-08-01,Dominadas lastradas,5,14,122.5,Buen estímulo
5943,2025-11-17,Curl de bíceps,5,9,48.0,Pesado
5944,2026-02-07,Remo con barra,1,9,83.0,Buena técnica
5945,2026-01-30,Sentadilla,5,4,22.0,Pesado
5946,2025-08-21,Sentadilla,5,2,41.5,Pesado
5947,2025-08-29,Press de banca,4,7,126.0,RPE 9
5948,2026-05-16,Remo con barra,4,8,65.5,Buen estímulo
5949,2026-04-28,Hip thrust,1,4,48.5,RPE 9
5950,2026-06-18,Fondos lastrados,4,15,106.5,Buen estímulo
5951,2025-12-11,Fondos lastrados,1,6,30.5,Buena técnica
5952,2026-01-24,Sentadilla,4,13,14.5,Pesado
5953,2025-11-26,Elevaciones laterales,2,2,113.0,Buen estímulo
5954,2026-05-17,Fondos lastrados,3,8,25.5,RPE 8
5955,2026-06-23,Press de banca,2,11,118.5,Buen estímulo
5956,2025-10-27,Sentadilla,3,11,136.0,Normal
5957,2026-03-09,Remo con barra,4,5,129.0,Pesado
5958,2026-04-21,Hip thrust,2,8,109.0,Buen estímulo
5959,2025-12-08,Curl de bíceps,2,9,81.5,RPE 9
5960,2026-05-03,Elevaciones laterales,5,11,48.5,RPE 8
5961,2026-04-10,Sentadilla búlgara,1,5,44.5,Buen estímulo
5962,2025-09-01,Press de banca,3,11,117.5,Buen estímulo
5963,2025-10-01,Remo con barra,1,1,61.0,Pesado
5964,2026-02-21,Press francés,3,15,138.5,Fácil
5965,2026-02-18,Press francés,5,11,87.5,Fallo cerca
5966,2026-05-27,Hip thrust,5,13,132.0,RPE 8
5967,2025-11-08,Sentadilla búlgara,2,14,58.0,Buena técnica
5968,2026-01-04,Hip thrust,5,8,67.0,Normal
5969,2026-03-13,Peso muerto,2,1,16.0,RPE 9
5970,2026-03-11,Press de banca,1,12,59.5,Fallo cerca
5971,2025-12-15,Curl de bíceps,3,15,113.0,Normal
5972,2025-07-24,Curl de bíceps,4,9,85.5,Fácil
5973,2025-10-27,Press militar,1,5,49.5,Buena técnica
5974,2026-06-19,Press francés,3,8,126.5,Fallo cerca
5975,2026-04-04,Sentadilla,5,6,111.0,Normal
5976,2025-12-01,Press francés,3,15,127.0,RPE 9
5977,2025-11-20,Press francés,1,13,70.0,Buena técnica
5978,2025-09-01,Remo con barra,5,4,139.5,RPE 8
5979,2025-10-11,Curl de bíceps,2,15,86.0,RPE 8
5980,2025-10-08,Dominadas lastradas,3,3,126.0,Normal
5981,2026-03-20,Elevaciones laterales,3,15,26.0,Normal
5982,2026-07-04,Press de banca,3,5,21.5,RPE 8
5983,2025-09-02,Fondos lastrados,2,9,92.5,Buen estímulo
5984,2025-11-16,Elevaciones laterales,5,7,134.5,Buena técnica
5985,2025-09-12,Fondos lastrados,5,8,12.5,Normal
5986,2025-12-01,Peso muerto,3,15,140.0,Normal
5987,2026-02-01,Press militar,3,3,121.0,Fallo cerca
5988,2026-04-22,Press francés,1,9,63.0,Buena técnica
5989,2025-08-09,Curl de bíceps,4,3,52.0,Fácil
5990,2025-09-17,Curl de bíceps,4,12,10.5,Buena técnica
5991,2026-03-22,Sentadilla búlgara,1,14,42.5,Fácil
5992,2026-04-25,Elevaciones laterales,2,15,111.0,Buena técnica
5993,2025-07-30,Fondos lastrados,3,13,121.5,Buen estímulo
5994,2026-07-05,Sentadilla,5,9,96.0,Fallo cerca
5995,2025-09-22,Hip thrust,3,5,77.0,Normal
5996,2025-12-16,Remo con barra,2,3,100.0,Buena técnica
5997,2025-11-16,Sentadilla búlgara,2,14,50.0,Normal
5998,2025-11-18,Press militar,1,12,120.5,Pesado
5999,2026-02-05,Dominadas lastradas,5,13,21.0,RPE 9
6000,2025-10-12,Peso muerto,4,9,136.0,Buen estímulo
6001,2026-02-20,Elevaciones laterales,2,12,72.5,Fácil
6002,2026-06-14,Press militar,1,1,145.0,RPE 8
6003,2025-11-12,Peso muerto,1,5,141.0,Normal
6004,2026-04-28,Fondos lastrados,4,3,127.0,RPE 9
6005,2025-10-05,Sentadilla,4,8,136.0,Pesado
6006,2026-03-03,Peso muerto,1,8,69.0,Pesado
6007,2026-05-10,Sentadilla búlgara,3,5,49.0,Buen estímulo
6008,2025-11-14,Press militar,5,2,117.0,Pesado
6009,2026-05-04,Hip thrust,4,2,41.0,Buena técnica
6010,2025-10-07,Dominadas lastradas,1,4,78.5,Fallo cerca
6011,2026-07-11,Press de banca,3,3,78.0,Buena técnica
6012,2025-08-08,Peso muerto,1,15,126.0,Buena técnica
6013,2026-05-31,Press militar,1,12,26.0,RPE 8
6014,2026-02-23,Curl de bíceps,4,9,108.5,RPE 8
6015,2025-09-06,Fondos lastrados,5,11,103.0,Buen estímulo
6016,2026-05-19,Elevaciones laterales,4,5,127.5,Buen estímulo
6017,2026-03-20,Press de banca,1,7,51.5,RPE 8
6018,2025-12-22,Press militar,3,14,100.5,Fácil
6019,2026-04-24,Press francés,3,9,132.5,Buena técnica
6020,2025-09-22,Press francés,3,12,129.5,RPE 9
6021,2025-09-13,Hip thrust,2,9,130.0,RPE 9
6022,2026-04-22,Dominadas lastradas,5,3,16.0,Buena técnica
6023,2025-11-18,Elevaciones laterales,2,5,59.0,Fallo cerca
6024,2026-07-14,Sentadilla búlgara,3,9,107.5,Fallo cerca
6025,2026-03-06,Press francés,2,10,48.5,Normal
6026,2025-12-12,Press militar,2,2,98.5,RPE 9
6027,2025-08-07,Elevaciones laterales,1,5,71.5,RPE 8
6028,2026-04-13,Curl de bíceps,4,4,35.0,Normal
6029,2025-11-11,Sentadilla búlgara,4,5,91.5,Normal
6030,2026-02-14,Peso muerto,3,11,20.0,Normal
6031,2026-05-28,Sentadilla búlgara,5,3,136.5,Normal
6032,2025-12-12,Remo con barra,1,5,42.0,Fallo cerca
6033,2026-02-07,Hip thrust,1,15,18.0,Fallo cerca
6034,2026-01-22,Elevaciones laterales,1,15,122.5,Fallo cerca
6035,2026-02-01,Peso muerto,3,15,146.5,Buen estímulo
6036,2026-05-16,Sentadilla,2,14,94.0,Normal
6037,2026-04-25,Hip thrust,2,13,63.5,RPE 9
6038,2025-09-22,Press francés,1,5,92.0,Buena técnica
6039,2025-07-22,Hip thrust,5,5,140.5,Buena técnica
6040,2025-12-26,Fondos lastrados,1,15,61.5,Normal
